reservation_id,client_id,destination,booking_date,travel_date,duration_nights,n_travelers,price_per_night,total_price,nationality,client_age
RES023383,CLI02978,Marrakech,2022-10-12,2022-10-29,6,4,650.85,5662.4,Espagne,41
RES005977,CLI04598,Tanger,2022-10-12,2022-11-10,4,6,161.06,1127.42,Espagne,40
RES000828,CLI02704,Marrakech,2022-10-12,2022-10-17,6,2,628.52,4336.79,France,29
RES003125,CLI03425,Fes,2022-10-12,2022-11-03,7,4,215.27,2184.99,Maroc,24
RES019569,CLI08172,Marrakech,2022-10-13,2022-10-28,6,4,679.54,5912.0,Allemagne,34
RES022503,CLI07830,Casablanca,2022-10-13,2022-12-30,4,2,234.85,1080.31,Etats-Unis,43
RES022826,CLI04859,Marrakech,2022-10-13,2022-11-15,3,4,751.96,3271.03,Allemagne,37
RES021955,CLI01466,Fes,2022-10-13,2022-10-19,2,5,602.82,1929.02,Allemagne,54
RES014704,CLI07220,Marrakech,2022-10-13,2022-10-14,5,2,674.24,3876.88,Etats-Unis,51
RES000441,CLI05235,Tanger,2022-10-13,2022-10-16,3,1,150.14,450.42,France,30
RES010660,CLI02138,Marrakech,2022-10-13,2022-10-17,3,1,758.05,2274.15,Allemagne,25
RES016160,CLI05286,Fes,2022-10-13,2022-12-19,1,2,169.43,194.84,France,45
RES004994,CLI04170,Marrakech,2022-10-13,2022-10-16,5,2,650.19,3738.59,Maroc,24
RES017979,CLI07301,Marrakech,2022-10-13,2022-10-17,2,2,736.26,1693.4,Maroc,24
RES000819,CLI03908,Agadir,2022-10-13,2022-10-14,4,1,200.93,803.72,Autre,29
RES020601,CLI01591,Marrakech,2022-10-13,2022-11-02,4,4,556.35,3226.83,Maroc,45
RES012630,CLI02781,Marrakech,2022-10-13,2022-10-18,5,2,715.68,4115.16,Maroc,23
RES015641,CLI02995,Casablanca,2022-10-13,2022-11-23,3,1,144.57,433.71,Etats-Unis,45
RES011279,CLI02653,Essaouira,2022-10-13,2022-11-29,6,3,237.73,1854.29,Maroc,32
RES009655,CLI06706,Fes,2022-10-13,2022-10-19,2,4,439.29,1273.94,Allemagne,30
RES019973,CLI05341,Chefchaouen,2022-10-13,2022-10-15,4,4,506.19,2935.9,France,33
RES006835,CLI04813,Casablanca,2022-10-13,2022-10-18,5,1,156.21,781.05,Maroc,45
RES007436,CLI07406,Agadir,2022-10-14,2022-12-05,4,2,490.55,2256.53,Maroc,28
RES019013,CLI04322,Marrakech,2022-10-14,2022-11-21,6,4,795.54,6921.2,Allemagne,30
RES017603,CLI01050,Chefchaouen,2022-10-14,2022-10-21,6,3,406.46,3170.39,Etats-Unis,53
RES023776,CLI00511,Agadir,2022-10-14,2022-11-07,2,4,220.08,638.23,Royaume-Uni,33
RES021823,CLI04120,Essaouira,2022-10-14,2022-12-11,5,2,183.92,1057.54,Maroc,18
RES018216,CLI01831,Fes,2022-10-14,2022-10-23,6,1,520.11,3120.66,Maroc,41
RES020545,CLI04450,Merzouga,2022-10-14,2022-11-10,4,2,846.7,3894.82,France,53
RES018767,CLI05576,Marrakech,2022-10-14,2022-10-19,7,2,640.58,5156.67,Royaume-Uni,56
RES011732,CLI03617,Marrakech,2022-10-14,2022-10-18,5,2,679.53,3907.3,France,54
RES018823,CLI06779,Marrakech,2022-10-14,2022-11-09,3,4,543.07,2362.35,France,37
RES009812,CLI04390,Fes,2022-10-14,2022-10-20,4,4,634.56,3680.45,Maroc,32
RES024514,CLI05112,Marrakech,2022-10-14,2022-10-27,5,2,808.58,4649.34,Espagne,28
RES015942,CLI06300,Tanger,2022-10-14,2022-11-21,7,3,145.62,1325.14,France,32
RES016249,CLI04136,Chefchaouen,2022-10-14,2022-12-15,5,3,140.6,913.9,France,46
RES021371,CLI04565,Casablanca,2022-10-14,2022-11-19,2,2,194.85,448.15,France,50
RES017665,CLI03423,Casablanca,2022-10-14,2022-10-31,5,4,139.66,1012.53,Maroc,31
RES014327,CLI07637,Marrakech,2022-10-15,2022-11-02,7,5,652.36,7306.43,Maroc,32
RES024595,CLI07030,Fes,2022-10-15,2022-10-16,4,6,464.7,3252.9,France,45
RES002308,CLI03560,Agadir,2022-10-15,2022-12-26,5,3,559.39,3636.03,Maroc,36
RES011839,CLI08118,Fes,2022-10-15,2022-10-18,5,1,410.56,2052.8,Autre,18
RES000953,CLI06657,Marrakech,2022-10-15,2022-11-25,3,3,531.42,2072.54,Etats-Unis,28
RES014290,CLI04745,Chefchaouen,2022-10-15,2022-10-24,5,2,490.22,2818.77,Maroc,28
RES020252,CLI06756,Merzouga,2022-10-15,2022-11-04,6,3,646.21,5040.44,France,25
RES009116,CLI01445,Merzouga,2022-10-15,2022-12-05,5,2,234.52,1348.49,Autre,58
RES012525,CLI02697,Marrakech,2022-10-15,2022-10-22,3,2,749.04,2584.19,Maroc,36
RES001138,CLI01094,Marrakech,2022-10-15,2022-11-20,4,3,672.99,3499.55,Maroc,36
RES019113,CLI03395,Agadir,2022-10-15,2022-10-28,3,2,246.5,850.42,Maroc,40
RES000158,CLI05328,Chefchaouen,2022-10-16,2022-10-31,6,2,494.17,3409.77,Espagne,37
RES013113,CLI06139,Marrakech,2022-10-16,2022-10-24,1,3,591.23,768.6,Royaume-Uni,58
RES005299,CLI06928,Agadir,2022-10-16,2022-11-02,4,4,255.99,1484.74,Maroc,28
RES014000,CLI03990,Marrakech,2022-10-16,2022-11-17,3,5,826.04,3964.99,Allemagne,42
RES018047,CLI08255,Merzouga,2022-10-16,2022-11-04,5,2,825.13,4744.5,Royaume-Uni,51
RES017178,CLI01645,Essaouira,2022-10-16,2022-10-26,4,4,215.27,1248.57,France,57
RES009701,CLI04983,Essaouira,2022-10-16,2022-10-20,6,2,213.09,1470.32,Etats-Unis,27
RES024777,CLI06549,Chefchaouen,2022-10-16,2022-10-22,5,4,536.94,3892.82,France,33
RES020550,CLI01524,Chefchaouen,2022-10-16,2022-11-29,8,2,167.91,1544.77,Espagne,32
RES002815,CLI01679,Marrakech,2022-10-16,2022-10-20,5,2,788.52,4533.99,Maroc,40
RES022443,CLI05534,Chefchaouen,2022-10-16,2022-10-17,6,4,412.11,3585.36,France,46
RES008096,CLI06011,Fes,2022-10-16,2022-11-05,7,2,166.7,1341.93,Maroc,19
RES003943,CLI01190,Fes,2022-10-16,2022-11-19,3,2,229.1,790.39,Maroc,41
RES009987,CLI04685,Marrakech,2022-10-16,2022-10-17,4,2,626.71,2882.87,Maroc,47
RES021720,CLI00003,Merzouga,2022-10-16,2022-10-17,4,4,570.08,3306.46,Maroc,44
RES015121,CLI08112,Merzouga,2022-10-16,2022-10-28,5,2,786.45,4522.09,France,59
RES015538,CLI06536,Marrakech,2022-10-16,2022-11-29,1,4,694.36,1006.82,France,18
RES017984,CLI02660,Essaouira,2022-10-16,2022-10-19,3,2,160.31,553.07,France,50
RES003112,CLI01163,Merzouga,2022-10-16,2022-10-28,6,4,718.03,6246.86,Royaume-Uni,56
RES001558,CLI06774,Casablanca,2022-10-17,2023-04-15,5,2,136.18,783.04,France,58
RES023235,CLI01721,Fes,2022-10-17,2022-10-18,5,2,560.09,3220.52,Royaume-Uni,35
RES018294,CLI03911,Agadir,2022-10-17,2022-10-18,3,2,160.69,554.38,France,36
RES023390,CLI02854,Fes,2022-10-17,2022-10-28,1,2,658.61,757.4,Maroc,40
RES020196,CLI07350,Marrakech,2022-10-17,2022-12-08,3,5,212.3,1019.04,France,19
RES017114,CLI06151,Marrakech,2022-10-17,2022-11-26,5,2,529.99,3047.44,Etats-Unis,50
RES023172,CLI08242,Marrakech,2022-10-17,2022-11-04,3,2,688.46,2375.19,Maroc,23
RES002438,CLI03761,Chefchaouen,2022-10-17,2022-10-24,9,4,416.82,5439.5,France,30
RES015635,CLI06862,Casablanca,2022-10-17,2022-10-18,6,4,119.85,1042.69,France,39
RES001697,CLI01550,Chefchaouen,2022-10-17,2022-12-01,5,4,151.87,1101.06,Royaume-Uni,55
RES008087,CLI00771,Marrakech,2022-10-17,2022-11-21,1,1,524.52,524.52,Etats-Unis,36
RES024405,CLI05676,Chefchaouen,2022-10-17,2022-11-04,4,3,177.06,920.71,Maroc,48
RES019847,CLI04866,Marrakech,2022-10-17,2022-11-18,6,1,701.11,4206.66,Allemagne,59
RES006343,CLI05902,Marrakech,2022-10-17,2022-12-12,4,4,268.29,1556.08,Belgique,58
RES017814,CLI06848,Tanger,2022-10-17,2023-01-31,8,6,183.02,2562.28,Maroc,20
RES005577,CLI01890,Agadir,2022-10-17,2022-12-01,2,1,568.1,1136.2,France,55
RES015015,CLI07761,Chefchaouen,2022-10-17,2022-10-23,3,5,363.21,1743.41,France,57
RES023701,CLI01768,Merzouga,2022-10-17,2022-11-27,5,4,672.94,4878.82,Espagne,34
RES000561,CLI03184,Marrakech,2022-10-17,2022-10-19,3,2,594.3,2050.33,Allemagne,58
RES014077,CLI01551,Marrakech,2022-10-17,2022-11-01,4,3,698.68,3633.14,Espagne,52
RES022977,CLI01561,Marrakech,2022-10-17,2022-10-25,3,1,539.1,1617.3,France,22
RES004268,CLI00592,Agadir,2022-10-17,2022-11-20,7,4,242.9,2465.43,Maroc,40
RES004362,CLI07024,Marrakech,2022-10-17,2022-10-25,3,2,739.81,2552.34,Espagne,58
RES011885,CLI02848,Marrakech,2022-10-17,2023-04-11,8,4,606.4,7034.24,Autre,35
RES010122,CLI01739,Merzouga,2022-10-17,2022-10-25,4,2,710.96,3270.42,Espagne,57
RES011888,CLI00521,Agadir,2022-10-17,2022-11-11,3,1,179.63,538.89,Royaume-Uni,47
RES020589,CLI05129,Marrakech,2022-10-18,2022-11-11,8,2,571.34,5256.33,France,45
RES000517,CLI04558,Casablanca,2022-10-18,2022-12-05,3,2,157.05,541.82,Maroc,31
RES012144,CLI01433,Chefchaouen,2022-10-18,2022-10-19,2,6,390.71,1367.48,France,28
RES004490,CLI05572,Marrakech,2022-10-18,2023-02-19,4,5,226.06,1446.78,Maroc,38
RES010189,CLI04094,Chefchaouen,2022-10-18,2022-12-19,4,2,203.26,935.0,Espagne,42
RES010274,CLI06793,Fes,2022-10-18,2022-10-19,5,3,704.81,4581.26,Allemagne,20
RES006649,CLI05448,Marrakech,2022-10-18,2022-10-21,7,2,469.3,3777.86,Belgique,39
RES020875,CLI06626,Chefchaouen,2022-10-18,2022-10-20,6,6,476.4,5002.2,France,39
RES000783,CLI00191,Fes,2022-10-18,2022-11-12,2,4,187.23,542.97,Maroc,39
RES024857,CLI02314,Fes,2022-10-18,2022-10-21,8,3,621.0,6458.4,Belgique,34
RES021719,CLI05447,Fes,2022-10-18,2022-10-30,5,4,438.04,3175.79,Espagne,41
RES007696,CLI03770,Marrakech,2022-10-18,2022-11-28,2,4,801.34,2323.89,Maroc,55
RES006973,CLI00140,Fes,2022-10-18,2022-10-27,4,2,441.26,2029.8,Maroc,58
RES017153,CLI04857,Chefchaouen,2022-10-18,2022-10-29,3,2,321.13,1107.9,Belgique,48
RES019743,CLI04597,Agadir,2022-10-18,2022-12-22,2,3,751.23,1953.2,France,48
RES007875,CLI05664,Chefchaouen,2022-10-18,2022-10-22,2,3,352.86,917.44,Allemagne,40
RES008322,CLI08314,Marrakech,2022-10-18,2022-10-28,5,2,592.29,3405.67,Royaume-Uni,41
RES003169,CLI03556,Casablanca,2022-10-18,2022-12-02,5,2,161.1,926.32,France,54
RES008428,CLI05168,Merzouga,2022-10-18,2022-11-02,3,4,574.12,2497.42,France,40
RES004692,CLI06058,Marrakech,2022-10-18,2022-11-15,6,4,767.03,6673.16,Espagne,29
RES018396,CLI07002,Chefchaouen,2022-10-18,2022-10-19,1,2,371.01,426.66,Allemagne,30
RES003974,CLI00944,Chefchaouen,2022-10-18,2022-11-11,7,1,145.21,1016.47,Maroc,34
RES023250,CLI02606,Agadir,2022-10-19,2022-11-20,4,3,211.79,1101.31,Allemagne,32
RES002929,CLI06299,Merzouga,2022-10-19,2022-11-29,6,1,755.96,4535.76,Espagne,21
RES001330,CLI03795,Marrakech,2022-10-19,2022-11-07,4,1,905.56,3622.24,Espagne,23
RES013114,CLI04417,Marrakech,2022-10-19,2022-11-18,3,2,812.66,2803.68,France,37
RES005029,CLI00261,Merzouga,2022-10-19,2023-01-25,8,4,221.18,2565.69,Royaume-Uni,29
RES019670,CLI02065,Marrakech,2022-10-19,2022-10-31,9,2,547.09,5662.38,Allemagne,34
RES014165,CLI01997,Casablanca,2022-10-19,2022-11-05,7,3,172.93,1573.66,Espagne,35
RES017139,CLI00201,Marrakech,2022-10-19,2022-11-21,2,4,756.56,2194.02,Maroc,33
RES023388,CLI03605,Chefchaouen,2022-10-19,2022-10-24,6,5,435.41,4179.94,Belgique,30
RES022416,CLI00711,Agadir,2022-10-19,2022-10-20,2,3,169.88,441.69,France,33
RES003579,CLI01367,Marrakech,2022-10-20,2022-11-28,6,4,749.98,6524.83,Maroc,24
RES013568,CLI05609,Fes,2022-10-20,2022-11-03,2,2,196.48,451.9,Maroc,40
RES018420,CLI05009,Fes,2022-10-20,2022-11-11,5,4,187.65,1360.46,Maroc,27
RES008982,CLI06667,Merzouga,2022-10-20,2022-10-26,5,1,898.68,4493.4,France,18
RES017415,CLI05415,Marrakech,2022-10-20,2022-11-19,2,2,481.11,1106.55,France,52
RES013733,CLI00069,Agadir,2022-10-20,2022-10-21,7,5,173.4,1942.08,Maroc,46
RES001160,CLI07271,Essaouira,2022-10-20,2023-02-18,3,2,171.71,592.4,Maroc,48
RES008954,CLI07612,Essaouira,2022-10-20,2023-04-06,5,3,200.86,1305.59,Royaume-Uni,32
RES024916,CLI01756,Marrakech,2022-10-20,2022-10-21,6,2,577.93,3987.72,France,50
RES006743,CLI05911,Fes,2022-10-20,2022-10-29,3,1,468.25,1404.75,Belgique,44
RES006373,CLI01356,Marrakech,2022-10-20,2022-11-25,3,4,705.87,3070.53,Maroc,48
RES023769,CLI06743,Merzouga,2022-10-20,2022-12-13,3,4,237.2,1031.82,Belgique,35
RES023680,CLI05986,Marrakech,2022-10-20,2022-10-28,6,2,715.12,4934.33,Maroc,18
RES015852,CLI06748,Casablanca,2022-10-20,2023-01-05,3,4,160.28,697.22,Etats-Unis,52
RES002325,CLI05706,Marrakech,2022-10-20,2022-11-02,7,2,644.35,5187.02,Belgique,42
RES010360,CLI01393,Marrakech,2022-10-20,2022-11-14,3,4,750.31,3263.85,Maroc,26
RES018113,CLI00632,Agadir,2022-10-20,2022-11-02,9,1,145.67,1311.03,Maroc,55
RES000328,CLI06384,Marrakech,2022-10-20,2022-11-12,6,4,663.74,5774.54,Maroc,27
RES022152,CLI01373,Essaouira,2022-10-20,2023-02-07,7,3,113.39,1031.85,Espagne,42
RES004665,CLI01969,Merzouga,2022-10-20,2022-12-09,2,2,222.5,511.75,Allemagne,59
RES013438,CLI05218,Merzouga,2022-10-21,2022-12-29,3,4,228.47,993.84,Maroc,39
RES006046,CLI03042,Marrakech,2022-10-21,2022-11-10,2,2,728.73,1676.08,Maroc,35
RES021882,CLI03811,Marrakech,2022-10-21,2022-11-10,4,3,792.52,4121.1,France,59
RES019035,CLI04878,Fes,2022-10-21,2022-10-28,6,2,597.96,4125.92,Maroc,31
RES007428,CLI04533,Marrakech,2022-10-21,2022-10-22,1,2,502.34,577.69,Allemagne,51
RES015833,CLI05705,Chefchaouen,2022-10-21,2022-10-29,7,2,512.75,4127.64,Maroc,29
RES022756,CLI01087,Marrakech,2022-10-21,2022-11-10,5,4,691.71,5014.9,Maroc,52
RES002192,CLI06853,Merzouga,2022-10-21,2022-10-30,5,2,767.06,4410.59,France,25
RES006910,CLI04969,Marrakech,2022-10-21,2022-11-28,4,3,802.61,4173.57,Maroc,28
RES012350,CLI07686,Agadir,2022-10-21,2022-10-22,5,2,213.14,1225.55,France,37
RES008443,CLI04884,Marrakech,2022-10-21,2022-11-13,4,1,855.27,3421.08,Maroc,33
RES006956,CLI06187,Fes,2022-10-21,2022-10-27,5,4,607.54,4404.66,Allemagne,19
RES021062,CLI02799,Agadir,2022-10-21,2022-11-25,5,1,271.81,1359.05,Royaume-Uni,24
RES009846,CLI06763,Agadir,2022-10-22,2022-10-24,4,1,176.3,705.2,France,36
RES017056,CLI06006,Chefchaouen,2022-10-22,2022-10-28,8,4,490.01,5684.12,Belgique,30
RES021463,CLI06226,Merzouga,2022-10-22,2023-01-20,4,2,235.22,1082.01,Espagne,28
RES020461,CLI03263,Chefchaouen,2022-10-22,2022-10-23,2,3,528.79,1374.85,Royaume-Uni,69
RES003405,CLI05880,Marrakech,2022-10-22,2022-10-23,5,2,733.76,4219.12,Espagne,34
RES012466,CLI04809,Chefchaouen,2022-10-22,2022-11-06,2,2,144.48,332.3,Espagne,34
RES011653,CLI02286,Marrakech,2022-10-22,2022-10-24,6,2,612.69,4227.56,Maroc,26
RES008308,CLI02992,Casablanca,2022-10-22,2022-11-09,3,3,205.67,802.11,Etats-Unis,22
RES021340,CLI01176,Marrakech,2022-10-22,2022-11-20,4,4,853.15,4948.27,Etats-Unis,45
RES016194,CLI01570,Merzouga,2022-10-22,2022-10-31,7,1,655.46,4588.22,Espagne,47
RES011739,CLI03208,Marrakech,2022-10-22,2022-11-14,6,3,511.2,3987.36,Allemagne,54
RES009117,CLI07766,Chefchaouen,2022-10-22,2023-01-07,5,2,154.23,886.82,Espagne,18
RES005815,CLI07544,Fes,2022-10-22,2022-10-29,7,4,542.07,5502.01,Maroc,45
RES005014,CLI03203,Marrakech,2022-10-22,2022-11-19,5,2,774.75,4454.81,Maroc,21
RES001799,CLI00112,Chefchaouen,2022-10-22,2022-10-23,1,6,498.21,871.87,Espagne,32
RES018034,CLI02153,Marrakech,2022-10-22,2022-10-23,5,3,544.84,3541.46,France,46
RES017820,CLI02675,Fes,2022-10-23,2022-10-27,5,3,558.16,3628.04,Royaume-Uni,29
RES021678,CLI04348,Fes,2022-10-23,2022-10-26,6,1,608.58,3651.48,Maroc,55
RES004456,CLI01324,Tanger,2022-10-23,2022-10-29,1,2,165.89,190.77,Espagne,32
RES017148,CLI07732,Marrakech,2022-10-23,2022-11-06,3,3,700.75,2732.93,France,18
RES022114,CLI04588,Agadir,2022-10-23,2022-12-05,1,6,638.38,1117.16,Allemagne,23
RES000332,CLI04398,Agadir,2022-10-23,2022-12-14,5,2,663.73,3816.45,Maroc,49
RES009781,CLI07100,Essaouira,2022-10-23,2022-11-06,3,3,186.27,726.45,Allemagne,31
RES021454,CLI01964,Fes,2022-10-23,2022-11-09,7,3,218.81,1991.17,Maroc,42
RES007817,CLI07532,Tanger,2022-10-23,2022-12-24,6,4,171.19,1489.35,Allemagne,32
RES008805,CLI05933,Marrakech,2022-10-23,2022-10-31,6,2,650.29,4487.0,Belgique,27
RES017497,CLI03661,Casablanca,2022-10-24,2022-11-01,1,2,165.56,190.39,Allemagne,18
RES022145,CLI04616,Agadir,2022-10-24,2022-10-25,6,1,176.02,1056.12,France,67
RES015140,CLI03039,Marrakech,2022-10-24,2022-11-06,7,2,783.07,6303.71,France,37
RES006875,CLI00524,Marrakech,2022-10-24,2022-10-31,4,2,594.16,2733.14,Espagne,72
RES003456,CLI03526,Marrakech,2022-10-24,2022-10-26,5,2,781.63,4494.37,Etats-Unis,32
RES003633,CLI05604,Fes,2022-10-24,2022-11-12,4,2,259.51,1193.75,Belgique,42
RES017263,CLI08169,Essaouira,2022-10-24,2022-11-05,8,2,196.92,1811.66,Maroc,52
RES005927,CLI00302,Casablanca,2022-10-24,2022-11-01,1,4,174.7,253.31,France,62
RES010602,CLI00296,Marrakech,2022-10-24,2022-12-10,3,2,255.98,883.13,France,23
RES006713,CLI04174,Agadir,2022-10-24,2022-10-29,3,5,172.22,826.66,Maroc,51
RES004151,CLI00423,Agadir,2022-10-24,2022-11-05,4,3,262.93,1367.24,Allemagne,42
RES015967,CLI01152,Marrakech,2022-10-25,2022-10-27,1,2,728.15,837.37,Maroc,25
RES005718,CLI03095,Merzouga,2022-10-25,2022-11-12,1,5,860.49,1376.78,Maroc,49
RES010428,CLI01800,Agadir,2022-10-25,2023-01-11,3,6,206.34,1083.28,France,37
RES004134,CLI00433,Marrakech,2022-10-25,2022-11-03,5,2,766.9,4409.67,Maroc,28
RES004126,CLI02097,Fes,2022-10-25,2022-11-16,2,3,222.08,577.41,Maroc,40
RES014648,CLI06055,Fes,2022-10-25,2023-01-09,5,2,235.12,1351.94,Belgique,39
RES009539,CLI02661,Marrakech,2022-10-25,2023-01-10,1,2,246.36,283.31,France,31
RES009000,CLI01973,Marrakech,2022-10-25,2022-10-29,3,2,646.78,2231.39,Belgique,35
RES021702,CLI02903,Agadir,2022-10-25,2022-10-31,7,1,235.95,1651.65,Royaume-Uni,40
RES007768,CLI08068,Marrakech,2022-10-25,2022-11-13,6,4,693.91,6037.02,Etats-Unis,40
RES002018,CLI06017,Essaouira,2022-10-25,2022-12-09,3,2,223.62,771.49,Maroc,32
RES002934,CLI01844,Tanger,2022-10-25,2022-11-17,5,2,136.98,787.63,Royaume-Uni,23
RES004375,CLI06229,Marrakech,2022-10-25,2022-10-27,5,5,587.68,4701.44,Belgique,23
RES000435,CLI05979,Marrakech,2022-10-25,2022-10-30,5,5,647.97,5183.76,Allemagne,59
RES018906,CLI06600,Marrakech,2022-10-25,2022-10-27,7,2,703.95,5666.8,Maroc,38
RES003947,CLI05586,Marrakech,2022-10-25,2022-11-08,7,4,684.29,6945.54,Royaume-Uni,29
RES015934,CLI00385,Marrakech,2022-10-26,2022-11-01,5,5,642.21,5137.68,Maroc,31
RES023389,CLI07707,Marrakech,2022-10-26,2022-11-20,4,6,538.38,3768.66,Etats-Unis,30
RES014541,CLI01628,Merzouga,2022-10-26,2022-10-27,1,3,718.2,933.66,Maroc,32
RES014620,CLI04680,Casablanca,2022-10-26,2022-10-29,1,2,155.52,178.85,Maroc,54
RES024668,CLI05565,Fes,2022-10-26,2022-11-18,3,1,175.32,525.96,Maroc,37
RES024778,CLI00598,Marrakech,2022-10-26,2022-10-27,5,5,695.2,5561.6,France,33
RES006059,CLI01407,Marrakech,2022-10-26,2022-11-04,3,4,608.41,2646.58,France,39
RES020131,CLI04701,Marrakech,2022-10-26,2022-10-30,4,2,713.69,3282.97,France,21
RES023951,CLI06945,Marrakech,2022-10-27,2022-12-06,3,4,231.96,1009.03,Maroc,71
RES003138,CLI00115,Casablanca,2022-10-27,2022-10-28,4,2,181.66,835.64,Etats-Unis,22
RES010877,CLI00282,Marrakech,2022-10-27,2022-11-07,6,4,747.98,6507.43,Royaume-Uni,38
RES005274,CLI05543,Essaouira,2022-10-27,2022-11-03,6,3,228.46,1781.99,Maroc,33
RES021052,CLI01031,Marrakech,2022-10-27,2023-02-13,6,4,165.44,1439.33,Maroc,49
RES011293,CLI03281,Fes,2022-10-27,2022-10-31,5,4,495.01,3588.82,Royaume-Uni,53
RES003219,CLI04429,Marrakech,2022-10-27,2022-11-10,4,1,803.16,3212.64,France,25
RES022268,CLI04560,Essaouira,2022-10-27,2022-12-01,6,2,151.67,1046.52,Allemagne,40
RES020616,CLI01831,Agadir,2022-10-27,2022-11-08,5,2,217.84,1252.58,Maroc,18
RES020403,CLI06202,Marrakech,2022-10-27,2022-10-30,6,4,598.9,5210.43,France,46
RES007300,CLI02460,Essaouira,2022-10-27,2022-10-29,7,4,170.27,1728.24,Maroc,33
RES002310,CLI01235,Agadir,2022-10-27,2022-12-17,4,4,733.03,4251.57,Allemagne,20
RES011614,CLI06984,Fes,2022-10-27,2022-11-09,2,4,193.11,560.02,France,49
RES004270,CLI06533,Marrakech,2022-10-27,2022-11-07,2,2,593.65,1365.39,Etats-Unis,44
RES007072,CLI02031,Casablanca,2022-10-27,2022-11-02,3,2,179.12,617.96,Espagne,27
RES009174,CLI03389,Marrakech,2022-10-27,2022-10-31,5,4,661.68,4797.18,Espagne,62
RES018627,CLI06971,Fes,2022-10-28,2022-10-29,5,4,600.12,4350.87,Espagne,18
RES011397,CLI01015,Merzouga,2022-10-28,2022-11-02,5,3,786.2,5110.3,France,58
RES019855,CLI01361,Agadir,2022-10-28,2022-12-07,3,3,482.03,1879.92,Espagne,45
RES018245,CLI08158,Merzouga,2022-10-28,2022-11-02,5,5,777.18,6217.44,Espagne,39
RES013218,CLI05813,Marrakech,2022-10-28,2022-11-05,2,1,772.29,1544.58,Allemagne,45
RES009175,CLI01549,Agadir,2022-10-28,2022-12-18,4,4,530.91,3079.28,Allemagne,38
RES005063,CLI01110,Casablanca,2022-10-28,2022-12-14,6,4,155.14,1349.72,Etats-Unis,60
RES024620,CLI03664,Essaouira,2022-10-28,2022-11-23,6,1,202.45,1214.7,Maroc,19
RES014143,CLI03329,Marrakech,2022-10-28,2022-11-28,4,1,768.91,3075.64,Royaume-Uni,34
RES009458,CLI04072,Fes,2022-10-28,2022-10-31,6,3,454.91,3548.3,France,28
RES008571,CLI05479,Marrakech,2022-10-29,2023-01-28,2,3,289.39,752.41,Allemagne,53
RES019429,CLI03375,Tanger,2022-10-29,2022-12-18,7,3,155.92,1418.87,Allemagne,51
RES005327,CLI08073,Marrakech,2022-10-29,2022-11-17,2,2,628.65,1445.89,Espagne,42
RES007121,CLI06208,Essaouira,2022-10-29,2022-11-03,1,3,136.45,177.38,France,40
RES012645,CLI06028,Marrakech,2022-10-29,2022-10-30,7,2,604.65,4867.43,Maroc,18
RES021825,CLI05035,Marrakech,2022-10-29,2022-10-30,5,2,694.74,3994.75,Royaume-Uni,45
RES007761,CLI04245,Agadir,2022-10-29,2022-11-03,6,2,222.36,1534.28,Maroc,29
RES012578,CLI05645,Merzouga,2022-10-29,2022-11-14,3,2,705.53,2434.08,Maroc,21
RES018655,CLI05843,Essaouira,2022-10-30,2022-12-23,3,3,148.52,579.23,France,35
RES010391,CLI01160,Fes,2022-10-30,2022-11-03,4,2,194.27,893.64,Belgique,37
RES000981,CLI07862,Chefchaouen,2022-10-30,2022-11-11,2,2,140.81,323.86,Royaume-Uni,43
RES005026,CLI03107,Merzouga,2022-10-30,2022-11-29,5,3,658.13,4277.85,France,36
RES001733,CLI03438,Marrakech,2022-10-30,2022-11-15,1,2,796.04,915.45,Maroc,19
RES001325,CLI05065,Marrakech,2022-10-30,2022-11-30,4,1,799.32,3197.28,Espagne,35
RES022303,CLI06138,Marrakech,2022-10-30,2022-11-04,4,3,604.53,3143.56,France,28
RES021710,CLI01417,Fes,2022-10-30,2022-11-24,3,6,195.75,1027.69,France,33
RES019587,CLI02903,Chefchaouen,2022-10-30,2022-11-16,2,4,161.55,468.5,Maroc,33
RES015306,CLI04742,Chefchaouen,2022-10-30,2022-10-31,5,2,420.26,2416.49,France,33
RES018371,CLI05956,Marrakech,2022-10-31,2022-11-12,6,3,734.58,5729.72,Allemagne,43
RES022793,CLI00018,Fes,2022-10-31,2022-11-10,4,1,148.7,594.8,Maroc,27
RES023318,CLI01805,Merzouga,2022-10-31,2022-11-12,6,2,654.54,4516.33,Espagne,48
RES017320,CLI07373,Marrakech,2022-10-31,2022-11-11,7,4,554.72,5630.41,Espagne,30
RES012128,CLI01575,Agadir,2022-10-31,2022-11-27,7,3,225.07,2048.14,Maroc,27
RES023510,CLI05637,Marrakech,2022-10-31,2022-11-11,4,4,666.49,3865.64,Etats-Unis,56
RES015076,CLI01691,Casablanca,2022-10-31,2022-11-03,5,2,156.84,901.83,Allemagne,33
RES020522,CLI07592,Marrakech,2022-10-31,2022-11-17,3,2,645.54,2227.11,Maroc,39
RES016278,CLI00008,Essaouira,2022-10-31,2022-11-28,4,4,155.33,900.91,France,38
RES009277,CLI02954,Agadir,2022-10-31,2022-12-19,7,1,486.12,3402.84,France,53
RES007550,CLI07098,Casablanca,2022-10-31,2022-11-03,6,4,112.49,978.66,France,24
RES021212,CLI06767,Merzouga,2022-10-31,2022-11-19,7,1,545.17,3816.19,Royaume-Uni,18
